row_id,id,subject,cached_question_tag_list
18495,1420834,why is my tax return lower than what was accepted,dependents
18496,1159970,Can my daughter be my dependent?,dependents
18501,1293602,i owe federal taxes but i still have to pay to e file,electronic filing
18502,1360162,Can I claim child and dependent care credit for pre-school with Schedule C earnings only?,credits
18506,1166114,Why business income zero on the summary page?,self-employment (schedule c)
18507,1298466,I do karaoke 24 hrs a week and spend 2 hrs a wk in a 8x10 office what percentage can I get,self-employment (schedule c)
18508,1888290,Product information marketing department,business
18509,1495586,my daughter graduated in March 2012,dependents
18511,1233954,what is royalties,self-employment (schedule c)
18513,1365282,My child recd more aid than than tuition cost this yr. School did not send 1098T & says I don't have to enter info. Refund recd was applied to unsubs. loan from previous yr.  How do I account for all this? Which charges are qualified expenses?,education expenses
18515,1234978,What are the circumstances that qualify children of divorced parents for the residence requirement for head of household status?,dependents
18516,1497890,i did contract work but i dont have a 10-99 misc form the job does not do those what do i do,self-employment (schedule c)
18517,1825826,"How is it that we made $20,000 less than last year and owe $1,870 in taxes?",credits
18520,1369378,I have a 401K that I would like to withdraw entirely I am 62 What are my tax implications? If I wait until I'm 70 will I be taxed less?,retirement
18521,1304098,"My daughter is away at college and last summer got an apartment- she paid her rent, but I helped with food and books and some other bills. can i claim her on my taxes? she made 7000 last year",dependents
18523,1304866,exercised ISO options as part of company stock repurchase & the proceeds are higher than what turbo tax calculated,investments
18530,1437986,Where do I go back to to list it. I didn't see where to list transaction fees for sold shares.,investments
18532,1439266,"i didn't work this year but went to college, do i need to file",dependents
18533,1439522,2010 First Time Homebuyer Credit,credits
18534,1375778,Rental income expenses,investments
18538,1182755,if you are only filing a federal tax return why do I have to pay the 29.99,electronic filing
18539,1445923,earned income credits,credits
18541,1446691,"Should I file as married head of house if my wife has a sister, age 42, mentally challenged, that resides with us and she (my wife) is the legal guardian of?",dependents
18545,1253155,How long until I get my federal refund deposited?,electronic filing
18546,1187875,"my fiance lives with me she collects social security, works part time,files seperatly",dependents
18549,1452067,Interest Income for Mortgage on rental property,investments
18550,1321251,I do not have my tax bill from when I purchased my home. Or even a current tax bill. Do I use the apprasial value for the land value amount?,investments
18553,1780515,"married with my husband as sole proprietor, should we file together or separate",business
18554,1387555,what is the dead line to file my taxes i heard it is the 18th,electronic filing
18555,1453603,I married last year and want to know if both my husband and I can file head of household since his mother lives with us and he cares for her and my daughter lives with us and I care for her?,dependents
18556,1192739,if i dont have a bank account how do i enter the bank account information,electronic filing
18558,1324579,Home Buyer Credit - Appeal Process?,credits
18559,1259555,Early retirement distribution,retirement
18561,1457955,still no debit for tax due -getting nervous -anybody know what to do?,electronic filing
18564,1199651,Can my parents claim me as a dependent if I graduated in May?,dependents
18565,1793059,"I purchase turbo tax home and business. One state is file free with purchase. Why, Am I begin charge a state fee of $19.99",business
18566,1203491,efile page is not working,electronic filing
18567,1402915,"my refund was almost 1000 more than I expected, should I be concerned",electronic filing
18570,1209635,"I cannot pull up my 2010 return, but turbo is populating the info into my 2011 return how can I see it?",self-employment (schedule c)
18571,1276195,Do I still mail in the hard copies of my W-2 forms or just keep them in my records?,print
18572,1473315,"my son is 21, lives with me, permanetly disabled, received ssi but does not pay toward household expenses.  can i claim him as a depentent?",dependents
18573,1277731,School Fees & Divorce,dependents
18574,1409315,"if dependant was granted disbility only the last few months of her life, should i file her as disabled?",dependents
18575,1344547,I am over 65 and have a qualifying child for the EIC credit.  She is a full time student but I am not claiming her as a dependent.  Turbo Tax states I am not eligible for the EIC credit.  It will not allow me to go any further with the credit.  She is 21,credits
18576,1412387,why is it asking for info on C-EZ,electronic filing
18578,1743139,what is the yearly Amount of donation that will benefit of reporting?,credits
18580,1351715,"The return I e-filed was rejected twice. I did all that TT indicated. I do not have a 2009 AGI nor PIN because I did not file taxes on 2009. Thus, I entered 0 for last year gross income as TT indicates with no success. Why is this happening?",electronic filing
18582,1419043,"My 4 year old daughter is in preschool. My wife is a stay-at-home mom. Can we get a credit/deduction for the cost of the preschool? I have been told 'yes', but after reading the IRS rules I don't think we can. Would like some confirmation either way.",education expenses
18584,1158947,Form 1099-G (U.S. Department of Agriculture Farm Service Agency-Commodity Credit Corporation): Link to Form 4835 is present but there is no amount in box 7. Either enter an amount in box 7 or remove this link.,electronic filing
18585,1422371,Exiting TT and saving a file,print
18586,1227555,"I entered all of my information manually and did not carry over any information, why am I being charged?",electronic filing
18587,1489699,adjustment codes for form 8949,investments
18589,1228323,why did I get charged 66 dollars?,print
18590,1490723,Do I reimburse ourselves personally for the standard mileage used and deducted by our business but paid some out of pocket from personal money?,self-employment (schedule c)
18591,1818659,I cannot find where to enter the state income tax we paid in 2012.,credits
18594,1229603,Cost basis,investments
18595,1360675,"1099-R box 7 has a #7 in it, if I am on Disability from Social Security shouldn't it be #3?",retirement
18599,1296163,How to receive my tax back in a foreign bank?,electronic filing
18600,1298211,How does a day trader who has made the mark to market election import data from the financial institution?,investments
18605,1172771,I didn't get a 1099R but should have?,retirement
18611,1438499,My son lived with me in 2011 for 8 months I have paid out more income and expenses and I am able to claim him. But can he also claim hiself?,dependents
18612,1897251,schedule C loss of income,business
18615,1373731,anyone having troubles getting new pin,electronic filing
18616,1439779,Student loans and interest,education expenses
18619,1182244,I was told by email that i would not get a 1099 and it arrived today,print
18620,1510692,"Dependent had a name change, do I need documentation of that?",dependents
18621,1379876,I want only Turbo Tax State: California for $39.95 I do not want the Deluxe and extra audit defense stuff They have locked up the Your Turbo Tax Order Page so that I would be charged $129.85 What is the code that will allow me to choose only the 39.95 p,electronic filing
18622,1905956,Can I deduct for internet used at home for mainly  business purposes?,business
18623,1250852,Deductions against Short term capital gaims,investments
18625,1251364,Where is the section of Turbo Tax that requests a year end value of an IRA?,self-employment (schedule c)
18629,1452324,"I do daycare and on weekend i do housekeeping (seasonal)? Do i report both housekeeping and daycare in the same section. I get paid by check or cash from both jobs, so no taxes were paid out yet.",self-employment (schedule c)
18633,1191972,how do i file a 1099 r if federal tax was withheld,retirement
18634,1323044,How Do I print my return,print
18636,1326372,"If last year I took a lose on our mutual funds ($3000) but never pulled them out, do I then need to take a gain this year.  Maybe I did it wrong last year and shouldn't worry about it until we take it out.",investments
18637,1196836,can i claim loss if renter didnt pay 9 months and wont move,investments
18638,1462564,Does Turbo Tax automatically adjust deductions for rental property expenses so that they do not exceed legal limits?,investments
18639,1202724,"Where do I enter the $2200.00 I took from my 401K in 2011--Gross Distribution $2200,00 Fed. Income Tax withheld $440.00.",retirement
18640,1465636,I have a 26 yr old niece that was living with me at least 6 mo.Can I claim her if she was a student?,dependents
18641,1729572,"My refund should be in my account today, Feb. 26th according your estimation.  IRS states that it is still processing. Is there anything else you can do to help?",irs
18642,1206308,"Prior to sending my 2011 Federal Return, I was asked to print and mail Form 8453 and attach Form 8949. These forms were part of the e-file. Do I still need to print and mail to IRS?",investments
18643,1403172,I bought my house in 2008 and I converted it to a rental in nov. 2010. Where do I depreciate it in turbo tax?,investments
18645,1404452,Dependent......,dependents
18646,1732644,"In filing an estate tax return, on the sale of a bond is the tax basis the price paid for the bond or the value of the bond on the day of his death?",investments
18647,1473572,i have resubmitted my return after first being rejected.  I called the IRS because my refund status with them does not match the refund amount submitted.  They stated to me they do not have the newly corrected e-file form what do I do?,electronic filing
18649,1409572,my boyfriend made 3900 in 2011 we want to file jointly how do i do that?,dependents
18650,1475364,someone claimed me as a dependant,electronic filing
18651,1213732,"We want to file individually ""Single"" although we are still married, but live in different states.Can it be done?",dependents
18652,1410596,Hello?.........,self-employment (schedule c)
18653,1149988,"I received my property as a gift from my father, we used it as a residence for 3 years before renting, my father had purchased it over 25 years ago and used it as a business for about 20 years, how do i determine donor basis",investments
18654,1807396,Turbo tax software won't recognize my 2011 tax return to ammend!,irs
18655,1217828,my son is on a military exceptional family member program?,dependents
18660,1485604,how to import 2 accounts from one broker,investments
18661,1291300,Is this the first year that the American Opportunity Credit has existed?,credits
18662,1160484,Assets included in sale price of rental house,investments
18663,1226020,dependent child earning money during 2009,dependents
18664,1751076,Child dependent care: It is limited to 20% of my income in 2012 - however I was unemployed and my wife was the only wage earner - surely it should be calculated as 20% of her wages (filing HOH),credits
18665,1161508,"do I add myself as a dependent? I added all my kids, now do I add myself?",dependents
18667,1489956,I have a non-taxable $5000.00 daycare FSA benefit option through my employer. My daycare expenses for the year will be about $19k. Can I use the reaming amount after the FSA to still use as a deduction on my return? With a AGI of $150000?,dependents
18669,1164580,Where to deduct Chemicals and supplies used to complete a job,self-employment (schedule c)
18670,1492260,"Can I claim tuition I paid in 2012 for my son who was expelled from college in June and after that made more than $3,700 ?",dependents
18672,1364260,"Carryforward Adoption Credit into Refund, IRS says additional paper work is needed?",credits
18673,1364772,My husband and I moved to iowa for a couple weeks and soon after moved back to wisconsin. do i still have to file two seperate returns if we do not have income from iowa?,dependents
18674,1234212,HOW TO I KNOW THE AMOUNT TO ENTER ON THE DEPLETION EXPENSES PAGE,self-employment (schedule c)
18679,1236516,TurboTax visa card is closed and i cant get to my refund,dependents
18680,1237028,"I really need help bad i made a mistake and put the wrong bank number on some else return, but i have not sign it or put the personal pin number in yet. How can i correct this mistake, please help.",electronic filing
18684,1368868,Will I receive a refund if I filed unemployment and started a business the same year?,self-employment (schedule c)
18686,1304100,Child credit...,dependents
18691,1305636,Exclusion on sale of home,investments
18695,1373476,Should I enter horse boarding income and expenses under Business Income or Farm Income?,self-employment (schedule c)
18698,1898788,"If 20% was already  taken out from your income distribution when I withdrew prematurely, do I still need to pay another 10% to the IRS?",irs
18699,1309732,Unable to print after windows update,print
18700,1440804,Fees...........,print
18701,1703204,When will the 8582 IRS forms be release for electronic filing?,electronic filing
18703,1245221,how do you fix a error,electronic filing
18705,1182245,Can I claim an education tax credit and deduct the education expenses as a minister?,education expenses
18707,1183781,Can I deduct my S Corp Sch K-1 loss from my Federal Taxes?,investments
18708,1445925,How long do you have to amend your return,dependents
18709,1447205,I have 48000 rental property loss (passive) yet turbo tax is not allowing us the deduction. Our income is 250K,investments
18710,1185317,how do i do 2009 taxes,dependents
18711,1252389,college tuition for non family member,education expenses
18714,1908773,Can an emeritus professor claim unreimbursed business expenses related to conference attendance and membership dues in professional associations?,business
18716,1319973,Claiming Head of Household if dependent not living at home?,dependents
18717,1254693,when is it beneficial to file separately when married?,dependents
18718,1451301,If I print my Federal and State tax returns after paying the turbotax fee .... can I make corrections to both Federal and State later...?   Then after corrections mail in Federal and e file the State returns?,electronic filing
18719,1321253,Can I deduct lawnmowing and snowplowing as part of my home office utility deduction?,dependents
18723,1389349,I thought there was no fee for e-filing federal taxes?,print
18724,1391653,my daughter turns 25 in 2012. She lives full time in my home and makes over $5 /yr. I am windower. Can I still claim head of household even though I cannot claim her as a dependent?,dependents
18727,1394213,I mistakenly used my exboyfriend's bank accoiunt info for my direct deposit and he and I had a very bitter breakup. I need to change the information to mine before thursday or I'll nbever see it...how can I?,electronic filing
18728,1199397,In Home Child Care,business
18730,1266213,Sales of Rental Property ....very confusing to me.,investments
18731,1463589,Rental property expenses incurred in 2010 but paid for in 2011,investments
18733,1203237,Listing Business Expenses,self-employment (schedule c)
18735,1794341,Can I use Turbo Tax Business version for more than one business?,business
18741,1339685,My fiance and I have lived together for 9 years now and have one child together. I also have two children from a previous relationship who live with us. He is claiming head of household and all three children as dependants. What dep type does he choose,dependents
18744,1406757,How can I import data from my brokerage account when I don't have mint.com or the other shown,investments
18746,1343269,how many tax returns can I do with this software,print
18748,1474853,"How do I get a refund of the $19.95 I paid for e-filing with the State, when after I paid, the software said that I could not e-file with the state.",electronic filing
18749,1345573,my returns say preview only on them after i printed them out it also said these are the ones i need to mail is this true,print
18750,1411109,Child Tax Credit Woes,dependents
18751,1280293,Why am I being asked to pay for a free e-file? I had signed in with the link for TurboTax Freedom Edition.,electronic filing
18752,1870117,my printer is broke can i pull this up at my office and print them,print
18754,1675813,How do I get rid of this self employment tax??,business
18755,1154341,Why am I entering manually entering data into the W-2 if it was imported?,electronic filing
18756,1154597,What is the procedure for printing the State taxes and e-filing the federal?,electronic filing
18758,1416997,"Filing for a widow whose spouse died in 2010. Gross income decreased $6,507. Taxable income increased $4,712. Social Security was $19,182. Tax due increased from $0 in 2010 to $1,634 in 2011. Is this possible?",dependents
18759,1352229,last year i didn'tfile a return and shoud have what do i do now ?,dependents
18761,1878053,"I am head of house.  I received a W-2 from my employer.  My dependent received a 1099 from her previous employer.  Do I use my information first, or hers.  She was the one doing the selfemployment.",business
18762,1157413,How do I earn social security credits for my wife by renting out a second house that we own?,self-employment (schedule c)
18763,1289509,if i have a person living in my house for 2 years and does not work and i take care of her can i claim her on my taxes,dependents
18764,1225253,"claimed. 2011 roth,didn;t make it",retirement
18765,1749797,When will irs start receiving returns with mortgage interest?,irs
18766,1292837,I recieve an ammended 1098 T from my son's university. Do I need to ammend my tax return?,dependents
18767,1358885,my son made only 2871.54 on his w2s last year! does he have to file taxes?,print
18768,1883685,I was audited last year (2012)  and ended up paying additional taxes and interest and penalties. Can I claim these expenses on this years return.,credits
18769,1294117,My daughter has a W-2.  Where do I file it under my return?,dependents
18771,1425957,"My daughter is 20, goes to college full time out of town and made $200 more working partime than the minimun and has to file.  She pays her own tuition, and self supports herself.  Can she claim herself, or do I get to?",dependents
18775,1427237,How would I enter trades that I shorted instead of longed?,investments
18777,1297189,I have a child with a SSN but I don't have access to it because I am not a legal guardian. The child has lived with me for over a year at the parents' consent. How can I claim her as a dependent without using her SSN.,dependents
18778,1821477,Please explain Business Tax,business
18780,1494565,can i partially claim my son for the time spent with me even though im the noncustodial parent,dependents
18782,1367589,How do I remove a vehicle from Schedule C since I didn't have a business in 2010,self-employment (schedule c)
18785,1499685,Can I claim my wife as a dependent? She only worked part time and made only 4100 last year,dependents
18786,1238053,how should i file as a travel nurse,self-employment (schedule c)
18791,1438245,"My son claimed himself, checked the box noone can claim me on his taxes already filed and got a small refund. Now my 1040 is rejected. Should I amend his so I can claim him and get the educat credits. Does age matter to claim a dependant ? He is 25.",dependents
18792,1635877,if i filed my taxes but the irs hasnt accepted it yet can somebody try to use my dependants,dependents
18794,1833509,How can I remove a itimized duction?,credits
18795,1244709,"I am still waiting, TT says my Direct Deposit on 2/25/11, nothing yet, WMR doesn't say any date, anyone else?? still waiting?",electronic filing
18797,1441573,on form 1098-t can I take the deduction if the tuition was paid for a loan that is in my dependent child's name.  All tuition was paid for by the mentioned loan and no monies were paid by me.,education expenses
18798,1377062,"I e-filed on time but with a mistake on my ss# number.  It was rejected because ss# and birthdate didn't match.  When i corrected and re-efiled, it doesn't show the original e-file date as on time.  Will I be penalized?",electronic filing
18800,1381158,why did my federal refund go down when i added my w-2,dependents
18801,1512486,do I have to pay self employment tax if I am a statuatory employee?,self-employment (schedule c)
18804,1777958,"IRS has just sent me a letter stating I under-reported my 2011 earnings and I owe $2,100.00.  I put the amount from box# 1 on my W-2 in like TT told me to do.  The IRS is telling me that I was supposed to put W-2 box# 3 there.  What gives?",irs
18806,1189158,Filing married jointly.,dependents
18807,1320486,where do I enter drilling costs?,self-employment (schedule c)
18810,1322278,"spouse hasn't filed past returns before married, do we file married filing seperately?",self-employment (schedule c)
18813,1391910,"To include K1, do I need to select ""Business or freelance income"" on the main screen?",dependents
18814,1261862,"I opened a Traditional IRA this year and wanted to file it on my taxes. However, the form that I have from it is a 2300-C. And the form the system is asking for is a 1099-R. Can you please tell me how and where to file my Traditonal IRA?",retirement
18815,1196838,I have received my return from the fed. and it has been deposited to my accountcan I file my ammended form nowsince the ammended form shows an additional return,print
18816,1327910,"I receive $1775 a month for a rental property, but Turbo tax says that the fair market value is $1025 a month. DoesTurbo tax adjust my earnings on the difference between what I receive in rent and the fair market rental value? I am asking because I am s",investments
18818,1263398,I am thinking of getting married but my fiance owes back taxes and child support. If i marry him will I be subject to wage garnishment like him?,dependents
18820,1201446,Has anyone else had a problem printing a copy of the return?,electronic filing
18821,1463590,"Charles is 65 years old ,was fired from walmart in Aug2011, The IRA they had for him he cashed in.They had him pay pental taxes taken out and issued the rest..That is how we are paying the house payments now..How will this effect us this year tax wise?",dependents
18822,1203750,"Luggage Insurance, travel insurance, rental car insurance -- they are considered travel expenses, right?",self-employment (schedule c)
18824,1400614,2010 Roth conversion and make a distribtuion in 2010,retirement
18826,1335590,I CHOSE THE FREE FEDERAL RETURN BUT I'M GETTING BILLED $34.95,electronic filing
18829,1406502,Both me and my daughter (claimed as my dependent) paid for her college and so she would like to get an education credit too on her tax return.,education expenses
18832,1407014,"if my gross income is 29,000 how much does my expenses need to be?",dependents
18834,1342246,schedule c.....,self-employment (schedule c)
18838,1870374,where do I file my credit for small employer health insurance premium?,credits
18839,1414182,can i claim myself as a dependent,dependents
18840,1414438,I bought a car in 2010 and have good mileage documentation in 2010. I used 20% of my car for consulting business. Can I use both depreciation and mileage for the consulting use of my car?,self-employment (schedule c)
18842,1285670,dependent......,dependents
18843,1353766,Sold asset but getting dinged for full amount (no depreciation?),self-employment (schedule c)
18847,1158694,Entire Salary for Housing Allowance,self-employment (schedule c)
18848,1486630,"Why does TT insist putting a ugly yellow ""DO NOT FILE"" across my printed tax return. How can I remove this?",electronic filing
18850,1225510,are state taxes refunds mid february too,electronic filing
18851,1356838,TT produces conflict between 8606 and 1040-cannot file,retirement
18852,1424934,"I cannot locate my son's SS#, he is just one year old.. how can I get it ASAP and do I need to file an extension as tomorrow these are due..",dependents
18853,1229094,I can't get into my 2010 return and need to print it out.,print
18854,1491238,What is the tax rate difference on interest aquired on an investment that matures in under one year? Over one year?,investments
18858,1298982,STAY AT HOME MILITARY SPOUSE WHO'S HOME OF RECORD IS IL BUT WE OWN A HOME IN NE...WHICH STATE DO I NEED TO CHOOSE ?,dependents
18862,1893670,where is my money???,irs
18866,1239590,EIC not working for non-dependent qualifying child,credits
18868,1240102,I replaced a water heater with a like unit in a rental property. Is this considered an improvement or just maintenance?,investments
18872,1242406,If I have a form that is mail-in only can just mail that form and e-file the rest of my taxes?,electronic filing
18873,1442855,Still no refund,print
18875,1247783,International grad student who was working on CPT,education expenses
18876,1249063,"we sold our rental prop. in 2011. since 2000 we have taken yearly depreciation of approx. $2200.00. For 2011 prior depreciation, do we add all those figures up, or just let turbo tax import same fig. from last year (which it ""wanted"" to do). ty -cyn",investments
18877,1381671,"Does the IRS consider contributions to a beneficiary's college savings plan a gift, thus reducing taxable income?",dependents
18886,1192743,Where is a short-term capital gain on a Roth IRA reported?,retirement
18890,1394983,"My son turned 24 in July 2011 and made less than 2500. When we filed his return we said he was not going to be claimed on anyone else's return. Now I see he can be claimed on ours, since he lives at home. Can I still claim him?",dependents
18891,1198631,what do I do with all the forms left over after we efile,electronic filing
18894,1209639,"I used another free site to submit my taxes but received no confirmation that they were submitted, I tried to contact them but they have no contact ability, now the IRS and state have rejected my claims saying I already used that SSN for a submission?",electronic filing
18895,1275431,Why can I not e-file for State because I am filing jointly with my Registered Domestic Partner? It keeps saying there's an error on DFederal and I'm not even filing Federal right now.,electronic filing
18896,1407527,Can I ammend my tax returns from Single to Head OF Household here on Turbo Tax since 2006?,dependents
18897,1407783,Claiming my inlaws,dependents
18899,1213223,Why can't I pull up Schedulel E at this point like I did last year without paying for the Premier upgrade?,investments
18900,1213479,If I start this process will it lock me in or can I still go to another tax preparer?,dependents
18901,1345575,I've corrected & e-filed my tax return 3 times & it is still rejected by the IRS for the same reason. What's up?????,electronic filing
18903,1348135,what happens when your babysitter filed her taxes with the daycare you paid her but you were not going to file?,dependents
18905,1808423,"i have not received any response since i efiled, why? Do i receive aresponse and when. i did not get any option to print my tax return. how do i get a copy of my tax return. i checked with where is my refund and they do not have it?",print
18906,1218855,"I am divorced and children live with exspouse but by court decree I claim them every year as dependants, can I claim HOH",dependents
18907,1284903,why do i have to pay for my state taxes when i don't want to e-file it,print
18908,1416487,US Treasury 1099-B Inheritance Question,investments
18909,1351207,"my newborn son was born febuary, can i claim him?",dependents
18912,1354279,I filed a 2009 return after 10/20/11 and mailed the forms. Will they direct deposit my refund before next filing season?,electronic filing
18914,1355047,"I turned 65 in January 2010, Why isn't there an additional credit on our return?",dependents
18915,1879335,I cant pay the full amount owed now.  do I still submit my ruturns and make arrangements with the IRS?,irs
18916,1355559,"Anyone who filed after Jan. 23, 2011 (who had to wait until Feb. 14th) have their taxes efiled yet?",electronic filing
18918,1161767,I was just charged $89.90- this should have been $49.95!!!!,electronic filing
18920,1228327,"my son has a disability claim pending, but it has not yet been approved..",dependents
18922,1294887,very up set to know i did my taxes on the 9th.was excepted on the 15. turbo tax shows refund for the 28th but irs shows the 8th of feb..what in the world? i did not see any thing in the university bank either..not happy.,electronic filing
18923,1426727,my newphew.....,dependents
18924,1164839,Why is my boyfriend not allowed to claim me for EIC dependent (Georgia),dependents
18928,1167911,"in Form 1099 B that I got , the companysaid on the bottom of the page-we are unable to calculate the average cost on the shares you redeemed, what do I do?Went to their website , but no help either",investments
18929,1299751,what if i made a mistake on my taxex and filed another return. how can i get rid the increct return,electronic filing
18931,1300519,how do i file my taxs with out a w-2 form i got payed in cash,self-employment (schedule c)
18932,1432103,How can I print my forms in duplex (front and back)?,print
18943,1437735,I am taking a $250 a month hit on an house I own and am renting out. Is that considered and expense and if so where do I enter it?,investments
18944,1306919,"Girlfriend receives disability income-is this income considered ""taxable income""? and does it count toward the $3700 threshold for dependent purposes?",dependents
18945,1242663,How to file an amended return for recharacterization event as a Texas resident (no state tax),retirement
18946,1177383,I just submitted and paid for my return a week ago and found that I fall under the category of returns that have to wait until 2/14.  Can I add a late 1099 that I received and still have it go through turbotax without filing an amendment after the fact?,print
18947,1243175,"my 27 year old daughter lived with me for 6 months in 2011 and did not work, moved to fla in July and started working down there, can I claim her for the first 6 mnths of 2011",dependents
18949,1243943,rental property whereto,dependents
18950,1244199,Why is the IRS issuing me a paper check refund when I sent in my taxes requesting EFT deposit and provided all of the needed (and correct) information?,electronic filing
18951,1902376,I am working on my tax return.  Where can I see the forms that have entries on them?,business
18953,1903656,if I owed on a vehicle that was used for business and I turned it back to the finance company and I still owe on the vehicle is this a loss for me?,business
18954,1183272,FIFO????,electronic filing
18957,1316904,What if I cant get a new pin and I have no access to my 2010 AGI?,electronic filing
18958,1186856,What documents were sent to the government when I efiled?,print
18959,1252392,even though i was separated legally in 2010 and payed alimony i cant use my spouses SSN in line 31a. the error check wont let me e file,electronic filing
18960,1317928,Taxable 1098T?.,education expenses
18961,1383976,Where do I put investment property that I am not renting,investments
18962,1189928,"i thought this service was free for people that made less then 10,000",electronic filing
18965,1257000,I am trying to file an amended federal return. I forgot to check that I am a dependent of my parents when I first filed. Does turbotax automatically file as an amendment?,electronic filing
18968,1259816,Do I need to create W2 forms for contract hire if I paid them less than $600?,self-employment (schedule c)
18969,1459496,"if I disposed of a business in 2010, can I delete my schedule C? I have no income from the business this year.",electronic filing
18970,1328680,"layed off, over 55 penalty tax on 401k distribution",retirement
18971,1328936,"After clicking ""Amend File"" it takes me to my original return to file it. How can I amend my 2011 return if it will not take me through the amend section?",electronic filing
18972,1395752,amended returns what forms to submit,print
18973,1199912,continue button missing,electronic filing
18974,1200424,"I can NOT figure out how to get my PIN for e filing.... I have my wife's PIN, but I cant figure out how to get mine. The IRS website and phone number just keeps telling me theat they cannot find me.",electronic filing
18975,1200680,Is box 7 non-employee income on a 1099-MISC for my 17 year old considered earned income?,dependents
18976,1333800,How do I report income generated by one of my investments in my Individual IRA?,retirement
18977,1334312,my son is 19 earned $6000 and is not a student. He has lived with me the entire year can i claim him for EIC,dependents
18978,1400872,I am self employed and my husband is disabled (receiving social security benefits). CAn I deduct the full cost of provate health insurance premiums for myself and my sons as a business expense? Where do i deduct my husband's Medicare Part B premiums?,self-employment (schedule c)
18980,1336872,Need to print 2010 return,print
18982,1404968,Can I claim the child as a depend even though the mother is too,dependents
18983,1733160,"i called the irs. my return faced processing delay. how long til i get my refund? he said there was no problem withreturn itself just got stuck in processing delay. no education credits, please help!",credits
18984,1341224,what does my husband file,dependents
18986,1408296,"why are they trying to charge me 29.95 for state return when my agi is below 31,000",electronic filing
18988,1409576,why was my return reduced to $768 instead of the $4048 that my filing said i should receive?,electronic filing
18989,1147688,E-file still available?,electronic filing
18990,1346600,can I still claim my daughter is she also worked?,dependents
18991,1675048,"I had to ammend my sons taxes so he could not claim himself because we are claiming him . Now i need to fix mine ,do i have to wait until the IRS gets his ammenment before i can claim him and file mine",irs
18992,1151272,"If I (wife/homemaker) am filling out our tax forms how should I sddress the answers to questions such as ""do you support anyone"" should I be ansering as my husband the head of household or as myself the tax preparer?",dependents
18993,1282600,How long do I wait for my daughther's amendment,electronic filing
18994,1348392,Interest income on real estate,investments
18995,1218600,"I added low E storm windows to my house, can i take the energy credit for these and how much? thaks",credits
18996,1220392,where do I enter mobile home rental on turbo tax,investments
18997,1155368,"I have a ssn and for my dependent we are applying for Itin Num, why tt is not considering my son no dependent this yr if he lived with me 12 month in usa",dependents
18998,1288488,why is my federal tax due getting larger as i add expenses,self-employment (schedule c)
19001,1289000,"how do I access/open a working copy of this year's return saved to my pc, using TurboTax online?",self-employment (schedule c)
19005,1490472,"A sale of my co. stock shows one totoal amt for 3 different sales on the same date with 3 diff cost basis amts. Do I separate them out so I can show each cost basis? Unlike others, I have all the info I need, I am just not sure how/where to put it.",investments
19007,1229352,"my husband was in jail until he was deported in october, can i still claim married filing jointly? and his ssn did not say anything about employment can i file it as valid?",dependents
19009,1427240,I chose direct debit but it didn't draw from my account?,electronic filing
19010,1427496,"selected ""CLAIMED AS DEPENDENT"" - and I, now, owe taxes??",dependents
19011,1166376,I have been rejected 3 times now. I have correct pin because I talked to a human and talked to a human and got the correct agi. What do I do now? Is there a number I can call to talk to a human to actually fix this and get my taxes.,electronic filing
19012,1428520,"I asked this question about ""Land Value"" and ""Improvement Value"" but got a vague answer that didn't address my question, so I have to ask it again - SOMEONE PLEASE HELP!",investments
19014,1168680,"How do I handle expenses on a fix and flip, when the property hasn't sold?",investments
19015,1431336,earned income credit,credits
19016,1170216,my son is hearing impaired,dependents
19018,1367080,How do I get Turbo tax to match my W-2 amount in a NQSO covered sale.,investments
19019,1891368,Has the IRS released guidance regarding whether employer paid health benefits for a domestic partner will no longer be considered as imputed income?,irs
19020,1367336,my return says child tax credit is $2000 but i was only given a credit of $724 i have a 3 year old and a new daughter born in 2011 why can i not get the full credit3,dependents
19021,1499944,My husband and I got married in Sept 2012. I only worked in '12 until mid February and very few on-call shifts. Does he claim me as a dependent?,dependents
19023,1500456,"I am a cosmetologist, so I run my own business. I didn't receive any 1099's or anything. Where do I list my income?",self-employment (schedule c)
19025,1370152,"Reporting cost basis to the IRS: If I choose which shares to sell (e.g., greatest gain) do they have to match the shares my mutual fund reports to the IRS?",investments
19031,1897512,"I am self-employed, does the Obamacare plan use my gross income or my net income to calculate eligibility?",business
19032,1374504,can i file my spouses return if he is currently in prison?,dependents
19033,1374760,How to calculate 2010 cost  basis for stock sold in 2007 but placed  in 3 year escrow?,investments
19035,1375272,Where do I enter rental property loss?,investments
19039,1250089,"I just filed my taxes electronically, but the estimated acceptance date is April 19th. Will that be considered late?",print
19043,1251625,I OWE NOTHING AND I'M NOT DUE A REFUND. ALL I WANT TO DO IS PRINT MY RETURN BUT IT SENDS ME TO THIS PAY SITE. WHY IS IT FREE AND WANT TO CHARGE AT THE SAME TIME ?,print
19049,1386281,I installed the Owens-Corning basement wall system in 2008/09.  Can i take a tax credit on this?,credits
19050,1452585,"My cousin lives with me can I claim him as a dependent, he didn't work",dependents
19051,1387305,How do I file a 1099-R for withdrawl from an annuity with state and federal taxes paid?,retirement
19053,1260585,I have gone through and filled in the information on my 1099MISC SEVERAL times and it will NOT connect with a schedule C form!,self-employment (schedule c)
